Pesel	kod_szczepionki	data_szczepienia	dawka
84052600104	sz21_5d	2023-06-15	4
43092100155	sz23_1d	2023-05-04	1
43050100115	sz12_3d	2023-03-26	3
62120600135	sz13_5d	2023-03-15	4
63042000168	sz15_5d	2023-05-15	2
80011100122	sz21_5d	2023-07-21	1
78090300153	sz9_5d	2023-09-11	5
80121800132	sz24_3d	2023-02-18	1
51020200145	sz8_2d	2023-05-03	2
43031300116	sz12_3d	2023-02-21	0
63100200101	sz7_5d	2023-03-17	1
03253000122	sz20_5d	2023-07-01	1
79112200170	sz7_5d	2023-05-05	3
67080600102	sz4_2d	2023-01-11	1
47041300108	sz18_2d	2023-11-14	2
78090300153	sz9_5d	2023-06-13	3
70101700196	sz15_5d	2023-03-22	1
54090400161	sz10_4d	2023-02-19	1
73100200186	sz17_4d	2023-11-14	2
99122900161	sz1_3d	2023-11-06	1
85030100137	sz3_5d	2023-06-26	2
68080700199	sz7_5d	2023-05-06	1
91012200155	sz15_5d	2023-08-25	2
51032600159	sz22_3d	2023-03-28	1
73112700135	sz23_1d	2023-09-09	1
86042400165	sz8_2d	2023-06-28	1
63083100144	sz22_3d	2023-09-09	1
62110600165	sz10_4d	2023-01-28	3
77111600106	sz4_2d	2023-08-29	1
01211000188	sz7_5d	2023-03-25	2
68040200152	sz24_3d	2023-02-17	2
86071300131	sz1_3d	2023-06-16	1
72080800131	sz24_3d	2023-08-02	1
84121200169	sz21_5d	2023-07-19	3
80031000141	sz20_5d	2023-09-05	5
73102000111	sz10_4d	2023-06-10	1
68040200152	sz24_3d	2023-08-28	1
46030500129	sz19_2d	2023-01-10	1
71050900114	sz3_5d	2023-05-03	3
40122900194	sz15_5d	2023-04-09	1
84071400141	sz19_2d	2023-02-16	1
78021700122	sz22_3d	2023-02-05	1
66081000140	sz1_3d	2023-09-02	3
51081200171	sz22_3d	2023-01-05	3
97051000103	sz22_3d	2023-01-28	1
86040500157	sz8_2d	2023-11-28	1
49082500161	sz21_5d	2023-04-18	1
86090900174	sz13_5d	2023-08-27	2
49030900142	sz7_5d	2023-05-04	4
81030400192	sz20_5d	2023-03-21	1
60090300127	sz20_5d	2023-03-19	4
67080600102	sz4_2d	2023-03-06	2
55021000117	sz22_3d	2023-11-23	2
86032800186	sz4_2d	2023-04-30	1
76061000161	sz10_4d	2023-01-11	1
01240400111	sz9_5d	2023-11-27	3
84082600152	sz17_4d	2023-04-03	3
98090200130	sz6_3d	2023-03-10	1
76110500165	sz3_5d	2023-06-29	3
82111900125	sz24_3d	2023-02-23	1
45120200192	sz9_5d	2023-04-27	2
84081500132	sz5_1d	2023-01-27	1
45051400140	sz13_5d	2023-08-11	1
42050700141	sz1_3d	2023-06-16	1
96101400195	sz24_3d	2023-06-24	2
54082500189	sz1_3d	2023-02-25	2
67111800194	sz12_3d	2023-04-13	1
46020500180	sz15_5d	2023-02-20	2
73110100142	sz24_3d	2023-08-12	2
80100800193	sz8_2d	2023-01-04	2
69081500108	sz21_5d	2023-09-09	2
87031400186	sz20_5d	2023-03-13	4
79061800144	sz15_5d	2023-11-30	5
81051100178	sz10_4d	2023-01-26	3
06313000191	sz9_5d	2023-06-01	1
46030500129	sz19_2d	2023-02-22	2
67080300125	sz17_4d	2023-04-20	2
97100300127	sz17_4d	2023-03-26	3
06241000100	sz15_5d	2023-10-15	2
75052800168	sz13_5d	2023-12-18	1
45120200192	sz9_5d	2023-07-20	1
97032100176	sz17_4d	2023-07-07	1
44080600189	sz10_4d	2023-11-19	1
59121700148	sz12_3d	2023-11-11	3
80011100122	sz21_5d	2023-04-24	2
67111800194	sz12_3d	2023-07-26	3
69051800144	sz13_5d	2023-02-28	3
70100300199	sz14_1d	2023-04-25	1
60111200162	sz1_3d	2023-11-01	2
64051400158	sz11_1d	2023-07-31	1
42092000113	sz13_5d	2023-12-02	3
78012900179	sz4_2d	2023-06-16	1
84082600152	sz17_4d	2023-07-11	2
55100600159	sz12_3d	2023-10-17	1
75080300144	sz4_2d	2023-07-15	1
92071500112	sz22_3d	2023-12-14	2
82033000129	sz24_3d	2023-12-08	3
42070900192	sz23_1d	2023-01-19	1
47040900163	sz18_2d	2023-03-17	2
90031000164	sz10_4d	2023-02-14	3
03253000122	sz20_5d	2023-04-06	4
66101700168	sz9_5d	2023-12-01	2
67112200122	sz18_2d	2023-12-02	1
02233100175	sz21_5d	2023-04-05	3
79111600162	sz21_5d	2023-03-13	2
43042700114	sz18_2d	2023-09-21	2
55082800163	sz9_5d	2023-06-26	5
63011100125	sz20_5d	2023-07-12	1
48032400117	sz8_2d	2023-07-02	1
03282500176	sz20_5d	2023-04-18	1
90030600167	sz6_3d	2023-04-23	2
65123100183	sz3_5d	2023-03-23	2
66101700168	sz9_5d	2023-06-15	3
67092400121	sz13_5d	2023-09-12	1
04270100152	sz10_4d	2023-10-30	1
85111300124	sz21_5d	2023-05-14	3
67081200141	sz11_1d	2023-09-26	1
96101400195	sz24_3d	2023-02-11	1
74041400101	sz19_2d	2023-08-05	1
57031800170	sz3_5d	2023-05-31	5
71070900123	sz13_5d	2023-09-06	4
97103000109	sz17_4d	2023-06-17	1
65090400105	sz6_3d	2023-07-09	2
40030800173	sz5_1d	2023-01-04	1
47081500120	sz10_4d	2023-11-01	3
02233100175	sz21_5d	2023-09-21	2
56112000184	sz3_5d	2023-07-03	1
47052600109	sz20_5d	2023-05-27	1
79061700123	sz10_4d	2023-12-04	1
45120200192	sz9_5d	2023-06-19	5
80070600186	sz19_2d	2023-05-15	2
97100300127	sz17_4d	2023-01-20	2
89032000167	sz21_5d	2023-05-31	3
76110500165	sz3_5d	2023-11-26	1
84052600104	sz21_5d	2023-12-27	2
84052600104	sz21_5d	2023-07-31	3
80031000141	sz20_5d	2023-08-12	4
79070900112	sz9_5d	2023-12-14	2
73080400185	sz7_5d	2023-08-03	3
47052900155	sz11_1d	2023-09-13	1
43060800146	sz18_2d	2023-06-30	1
39010600195	sz6_3d	2023-08-14	2
81071500147	sz6_3d	2023-05-05	3
69061900135	sz22_3d	2023-05-20	2
69051700130	sz10_4d	2023-09-20	3
44032400195	sz10_4d	2023-08-30	2
97042900128	sz18_2d	2023-10-13	2
49121800160	sz19_2d	2023-08-14	1
73102000111	sz10_4d	2023-01-09	3
57101700173	sz19_2d	2023-10-24	1
45051400140	sz13_5d	2023-02-10	3
06270700134	sz22_3d	2023-05-19	3
55090200164	sz6_3d	2023-01-08	2
92031800140	sz17_4d	2023-12-21	2
53081900105	sz2_1d	2023-04-11	1
05291800173	sz1_3d	2023-06-06	3
01243000196	sz6_3d	2023-10-10	2
03240200104	sz22_3d	2023-01-26	2
77080600194	sz12_3d	2023-04-03	0
74121100156	sz3_5d	2023-03-22	1
51032300134	sz15_5d	2023-06-03	5
46020500180	sz15_5d	2023-12-08	1
06322700130	sz1_3d	2023-11-12	1
45051200191	sz18_2d	2023-11-15	2
01240400111	sz9_5d	2023-03-14	2
89012900120	sz3_5d	2023-02-28	4
60070600157	sz13_5d	2023-02-22	3
86091100160	sz17_4d	2023-04-02	3
57030100141	sz6_3d	2023-02-12	2
72072500144	sz11_1d	2023-10-03	1
86091100160	sz17_4d	2023-08-18	1
90031000164	sz10_4d	2023-02-12	1
91012200155	sz15_5d	2023-03-25	3
50070500199	sz7_5d	2023-12-06	5
50070500199	sz7_5d	2023-07-13	2
51120700112	sz6_3d	2023-03-13	1
67080300125	sz17_4d	2023-03-28	4
41041600121	sz12_3d	2023-11-25	1
71121100100	sz17_4d	2023-02-10	4
60071400152	sz2_1d	2023-02-10	1
40120700130	sz16_1d	2023-02-25	1
51032300134	sz15_5d	2023-01-13	1
77011300119	sz13_5d	2023-02-05	3
99022300173	sz16_1d	2023-08-22	1
63021000136	sz1_3d	2023-08-04	2
85032900155	sz4_2d	2023-10-01	2
57031800170	sz3_5d	2023-05-29	4
84091200149	sz8_2d	2023-07-20	1
55092200100	sz1_3d	2023-05-10	1
69091000142	sz1_3d	2023-02-27	2
49041500182	sz21_5d	2023-04-14	2
80051000181	sz21_5d	2023-12-29	1
96022600180	sz10_4d	2023-07-18	1
48022600189	sz24_3d	2023-05-10	2
81051100178	sz10_4d	2023-08-26	4
82062000130	sz7_5d	2023-06-23	1
62101800174	sz14_1d	2023-04-08	1
82033000129	sz24_3d	2023-02-18	2
69010100135	sz1_3d	2023-03-23	2
01211000188	sz7_5d	2023-12-27	5
71050900114	sz3_5d	2023-05-27	5
86110700151	sz12_3d	2023-04-17	0
98091600168	sz1_3d	2023-09-22	2
00242300177	sz24_3d	2023-07-01	1
67092400121	sz13_5d	2023-10-07	2
46013100126	sz9_5d	2023-06-26	2
64092500196	sz17_4d	2023-02-14	1
50011400133	sz9_5d	2023-02-20	1
46120500152	sz20_5d	2023-10-21	5
86120800128	sz9_5d	2023-05-02	1
06311900110	sz13_5d	2023-09-19	1
70080900127	sz4_2d	2023-06-11	1
98031400137	sz10_4d	2023-01-18	1
05291800173	sz1_3d	2023-06-27	2
05291800173	sz1_3d	2023-07-27	1
76110500165	sz3_5d	2023-04-30	4
80070500134	sz9_5d	2023-02-06	1
55042300126	sz12_3d	2023-01-21	0
46013100126	sz9_5d	2023-12-13	3
56020600100	sz3_5d	2023-11-30	1
65031800175	sz16_1d	2023-03-06	1
45031600159	sz7_5d	2023-12-29	1
96100100133	sz15_5d	2023-02-05	1
45121300129	sz9_5d	2023-12-21	3
97032500167	sz15_5d	2023-11-01	2
91032200188	sz15_5d	2023-10-01	2
80010700132	sz5_1d	2023-05-17	1
74030900182	sz16_1d	2023-02-12	1
01260700190	sz2_1d	2023-08-03	1
92102600190	sz5_1d	2023-02-04	1
52083100124	sz2_1d	2023-02-25	1
84060700159	sz4_2d	2023-05-25	2
76121600186	sz24_3d	2023-12-10	2
70112200160	sz17_4d	2023-12-20	3
91072000157	sz7_5d	2023-05-29	2
59090600177	sz24_3d	2023-06-11	1
68010800175	sz20_5d	2023-04-26	1
86100300169	sz21_5d	2023-06-01	1
76042800126	sz24_3d	2023-11-03	2
51032900174	sz21_5d	2023-04-17	2
43031300116	sz12_3d	2023-01-26	1
89032000167	sz21_5d	2023-05-04	1
46100200135	sz12_3d	2023-07-21	3
93052800100	sz3_5d	2023-08-06	3
51021300158	sz1_3d	2023-02-06	2
53052200133	sz4_2d	2023-07-02	2
75010100129	sz20_5d	2023-03-02	3
66090300129	sz11_1d	2023-02-05	1
45120200192	sz9_5d	2023-02-20	3
86090900174	sz13_5d	2023-06-11	1
46120500152	sz20_5d	2023-09-30	4
63100200101	sz7_5d	2023-03-31	2
06313000191	sz9_5d	2023-04-29	5
75010600124	sz2_1d	2023-05-13	1
97061700165	sz14_1d	2023-02-12	1
59090600177	sz24_3d	2023-06-12	3
46020500180	sz15_5d	2023-03-12	3
74011700178	sz17_4d	2023-09-26	1
51082000138	sz7_5d	2023-08-28	2
45031800139	sz13_5d	2023-09-15	1
72051900165	sz16_1d	2023-12-22	1
93052800100	sz3_5d	2023-03-17	1
98111300124	sz24_3d	2023-06-29	1
76082500105	sz10_4d	2023-10-25	3
79110600149	sz20_5d	2023-10-24	5
78071000197	sz6_3d	2023-03-28	2
57040800103	sz18_2d	2023-12-13	2
51120700112	sz6_3d	2023-10-15	2
66072100183	sz22_3d	2023-04-26	1
05301500176	sz12_3d	2023-11-14	1
54110900161	sz17_4d	2023-03-30	1
97032100176	sz17_4d	2023-08-27	3
71070900123	sz13_5d	2023-02-13	2
68110600167	sz15_5d	2023-06-11	2
80011300119	sz1_3d	2023-02-07	2
06312100106	sz1_3d	2023-06-07	2
77060100135	sz15_5d	2023-11-25	1
80021800115	sz6_3d	2023-09-11	1
62121300126	sz15_5d	2023-03-08	4
96021100179	sz16_1d	2023-01-30	1
55082800163	sz9_5d	2023-10-22	1
86122800119	sz3_5d	2023-03-28	1
94082200108	sz3_5d	2023-06-20	1
57110900100	sz3_5d	2023-08-27	2
87070800103	sz12_3d	2023-09-18	3
42012700152	sz24_3d	2023-08-01	2
62090100172	sz21_5d	2023-12-03	2
79112200170	sz7_5d	2023-05-08	1
05303000155	sz15_5d	2023-02-21	3
98090200130	sz6_3d	2023-03-10	2
80011300119	sz1_3d	2023-03-30	3
69122800129	sz4_2d	2023-05-02	2
79030400151	sz17_4d	2023-10-31	1
85102800134	sz12_3d	2023-02-04	0
89030800127	sz5_1d	2023-10-18	1
51062600152	sz2_1d	2023-05-28	1
77110700166	sz15_5d	2023-08-09	2
95091000196	sz8_2d	2023-07-28	1
72052100175	sz17_4d	2023-04-12	4
67082400144	sz21_5d	2023-06-12	3
75080300144	sz4_2d	2023-07-24	2
50070700148	sz11_1d	2023-08-24	1
45122900168	sz23_1d	2023-08-20	1
84121200169	sz21_5d	2023-09-14	2
86102200115	sz9_5d	2023-04-01	5
79121300162	sz1_3d	2023-07-01	1
51122600175	sz15_5d	2023-11-08	1
73100200186	sz17_4d	2023-01-23	3
91122600188	sz23_1d	2023-11-15	1
66081600166	sz4_2d	2023-12-14	2
98111300124	sz24_3d	2023-08-15	2
41041600121	sz12_3d	2023-02-24	3
69051700130	sz10_4d	2023-01-25	2
93122600168	sz21_5d	2023-11-03	1
99071500180	sz15_5d	2023-04-27	1
80081000108	sz24_3d	2023-06-14	1
42092000113	sz13_5d	2023-06-06	1
03270900168	sz16_1d	2023-12-31	1
56021700168	sz10_4d	2023-03-26	3
66052500172	sz20_5d	2023-06-10	2
57032100149	sz3_5d	2023-05-24	1
53052500172	sz17_4d	2023-07-15	1
40070600159	sz15_5d	2023-09-14	3
87062500123	sz21_5d	2023-03-05	1
49082100118	sz15_5d	2023-06-27	1
77112300142	sz10_4d	2023-06-10	1
72062200135	sz15_5d	2023-10-25	1
69091000142	sz1_3d	2023-07-18	1
57031800170	sz3_5d	2023-05-21	1
65122500120	sz24_3d	2023-08-15	1
82062000130	sz7_5d	2023-01-18	2
60012400131	sz1_3d	2023-09-29	1
49030900142	sz7_5d	2023-05-27	5
71070900123	sz13_5d	2023-03-28	5
60102400140	sz23_1d	2023-09-24	1
45041400194	sz15_5d	2023-11-01	1
75100100152	sz21_5d	2023-06-09	1
91050900136	sz21_5d	2023-05-09	4
92090100131	sz15_5d	2023-01-03	4
39070200155	sz12_3d	2023-08-04	1
47052600109	sz20_5d	2023-05-29	3
41021100124	sz7_5d	2023-06-07	2
85061900104	sz22_3d	2023-06-10	1
92090100131	sz15_5d	2023-01-19	3
65070900146	sz16_1d	2023-10-12	1
42021300194	sz3_5d	2023-08-29	2
79110600149	sz20_5d	2023-04-11	1
65030600141	sz10_4d	2023-11-23	1
86102200115	sz9_5d	2023-06-20	2
79112200170	sz7_5d	2023-05-03	2
39102800175	sz1_3d	2023-03-19	1
77092500103	sz17_4d	2023-12-26	2
71010300163	sz3_5d	2023-02-02	1
79061700123	sz10_4d	2023-11-22	2
96041700166	sz1_3d	2023-03-21	1
65030600141	sz10_4d	2023-10-27	2
67021700164	sz6_3d	2023-04-06	1
93021600159	sz24_3d	2023-05-29	2
62120600135	sz13_5d	2023-08-29	3
68110600167	sz15_5d	2023-09-02	1
05303000155	sz15_5d	2023-09-20	1
51121900184	sz18_2d	2023-01-12	1
51082000138	sz7_5d	2023-08-02	3
01260300154	sz18_2d	2023-07-15	2
66031200132	sz18_2d	2023-03-25	2
87121900169	sz19_2d	2023-12-22	1
87051900183	sz6_3d	2023-04-14	3
05262700158	sz7_5d	2023-02-02	1
89032000167	sz21_5d	2023-05-23	5
02252400162	sz9_5d	2023-03-10	2
85010700199	sz21_5d	2023-02-02	1
79042900193	sz23_1d	2023-05-02	1
86102200115	sz9_5d	2023-07-09	3
70010300180	sz21_5d	2023-04-14	1
68080700199	sz7_5d	2023-05-07	3
54082500189	sz1_3d	2023-12-25	1
94051700149	sz21_5d	2023-12-18	1
59060400194	sz10_4d	2023-05-04	4
42012700152	sz24_3d	2023-07-30	1
90092800196	sz6_3d	2023-06-07	2
69111800181	sz12_3d	2023-10-18	0
97103000109	sz17_4d	2023-01-11	2
41022500138	sz14_1d	2023-04-20	1
94082200108	sz3_5d	2023-06-29	3
81051100178	sz10_4d	2023-11-10	2
90031000164	sz10_4d	2023-01-13	2
85101300116	sz9_5d	2023-04-25	1
87051900183	sz6_3d	2023-12-31	2
40010800133	sz15_5d	2023-01-20	5
73100200186	sz17_4d	2023-12-02	1
79041700114	sz11_1d	2023-04-09	1
00322400175	sz16_1d	2023-09-15	1
69031800180	sz22_3d	2023-05-15	3
02282600107	sz3_5d	2023-03-26	1
45031800139	sz13_5d	2023-09-16	2
61051600144	sz12_3d	2023-09-16	1
50070600141	sz6_3d	2023-03-24	2
44080600189	sz10_4d	2023-06-25	2
61120900160	sz19_2d	2023-04-01	1
51021300158	sz1_3d	2023-02-08	1
06251800107	sz13_5d	2023-05-18	5
79110600149	sz20_5d	2023-09-16	4
46121700117	sz7_5d	2023-09-15	2
45121300129	sz9_5d	2023-12-11	4
45031800139	sz13_5d	2023-06-23	5
71122200175	sz15_5d	2023-04-08	3
71121100100	sz17_4d	2023-12-30	1
48101300135	sz5_1d	2023-09-12	1
97061500147	sz24_3d	2023-12-10	1
90030600167	sz6_3d	2023-04-30	1
95111400137	sz22_3d	2023-04-01	1
79110600149	sz20_5d	2023-08-17	2
01310900185	sz18_2d	2023-09-15	2
86120800128	sz9_5d	2023-05-12	5
63041300184	sz1_3d	2023-06-05	1
48010600142	sz20_5d	2023-10-29	1
95071500168	sz1_3d	2023-06-28	1
70080900127	sz4_2d	2023-04-18	2
48010600142	sz20_5d	2023-09-12	2
59060400194	sz10_4d	2023-05-26	3
49041500182	sz21_5d	2023-12-28	4
68110600167	sz15_5d	2023-07-02	3
70062600115	sz1_3d	2023-11-02	2
65090400105	sz6_3d	2023-12-19	3
80061200155	sz18_2d	2023-08-17	2
92090100131	sz15_5d	2023-03-17	1
85042600148	sz1_3d	2023-03-23	1
83092100199	sz11_1d	2023-03-18	1
46121700117	sz7_5d	2023-04-21	1
05303000155	sz15_5d	2023-12-05	2
84102100107	sz13_5d	2023-09-11	3
01211000188	sz7_5d	2023-04-24	1
63042000168	sz15_5d	2023-05-29	4
62120600135	sz13_5d	2023-02-18	1
82111900125	sz24_3d	2023-03-26	3
84102100107	sz13_5d	2023-10-15	1
45031800139	sz13_5d	2023-06-12	3
68110600167	sz15_5d	2023-01-13	4
75061000164	sz20_5d	2023-09-26	3
71051000127	sz14_1d	2023-03-14	1
91012200155	sz15_5d	2023-04-18	4
86123100171	sz3_5d	2023-01-21	2
48010600142	sz20_5d	2023-03-14	4
75122800137	sz9_5d	2023-09-07	2
81111600189	sz10_4d	2023-10-20	1
92071500112	sz22_3d	2023-07-24	1
77061500149	sz19_2d	2023-07-20	1
06301100120	sz15_5d	2023-08-13	2
01271700152	sz7_5d	2023-01-05	1
71122500152	sz20_5d	2023-12-02	1
47111200132	sz15_5d	2023-10-08	3
73110100142	sz24_3d	2023-07-18	1
90061000105	sz22_3d	2023-02-26	1
92102300151	sz21_5d	2023-05-06	3
50011400133	sz9_5d	2023-06-11	2
80021800115	sz6_3d	2023-06-08	3
65123100183	sz3_5d	2023-01-03	1
62032200188	sz13_5d	2023-03-29	2
61011300163	sz2_1d	2023-08-25	1
42021300194	sz3_5d	2023-11-07	3
91072000157	sz7_5d	2023-05-10	4
66081000140	sz1_3d	2023-09-17	2
83031300105	sz1_3d	2023-11-29	2
85111300124	sz21_5d	2023-05-26	1
55080700182	sz10_4d	2023-07-18	1
71010300163	sz3_5d	2023-01-28	2
69081500108	sz21_5d	2023-01-09	1
49030900142	sz7_5d	2023-05-01	2
05213100198	sz8_2d	2023-01-13	1
66042000107	sz10_4d	2023-06-17	1
45100500160	sz18_2d	2023-04-15	1
83041000174	sz7_5d	2023-12-16	1
89101900192	sz8_2d	2023-08-31	1
06272500152	sz15_5d	2023-01-20	1
87031400186	sz20_5d	2023-11-15	1
60111200162	sz1_3d	2023-11-09	1
93021600159	sz24_3d	2023-05-09	3
73020800194	sz24_3d	2023-03-08	1
77110700166	sz15_5d	2023-07-08	1
55042300126	sz12_3d	2023-12-01	3
03302300108	sz10_4d	2023-04-27	2
60090300127	sz20_5d	2023-04-12	3
44032400195	sz10_4d	2023-10-14	3
49030900142	sz7_5d	2023-05-01	1
45121300129	sz9_5d	2023-10-26	1
53041600193	sz14_1d	2023-02-18	1
56112000184	sz3_5d	2023-08-14	3
99110600116	sz3_5d	2023-11-04	1
02260900160	sz18_2d	2023-11-30	1
96100100133	sz15_5d	2023-09-06	3
50070600141	sz6_3d	2023-09-06	1
40010800133	sz15_5d	2023-09-10	2
54110900161	sz17_4d	2023-08-28	2
40122900194	sz15_5d	2023-04-04	3
60062000152	sz21_5d	2023-12-20	1
40111500189	sz17_4d	2023-11-07	2
49042900141	sz10_4d	2023-04-18	1
61042500169	sz10_4d	2023-10-07	1
57032100149	sz3_5d	2023-05-22	3
76042800126	sz24_3d	2023-11-21	1
51053100186	sz24_3d	2023-01-15	1
45031800139	sz13_5d	2023-06-13	4
85072300126	sz8_2d	2023-09-05	1
87070800103	sz12_3d	2023-01-06	0
85091300143	sz19_2d	2023-07-13	2
92102300151	sz21_5d	2023-05-06	1
80031000141	sz20_5d	2023-04-15	2
53102000151	sz6_3d	2023-08-13	1
93051700135	sz14_1d	2023-09-12	1
84082600152	sz17_4d	2023-12-23	1
80021800115	sz6_3d	2023-04-20	2
95030600117	sz3_5d	2023-10-22	1
71052000195	sz19_2d	2023-05-18	2
87031400186	sz20_5d	2023-01-18	3
52042800151	sz9_5d	2023-04-03	2
71010300163	sz3_5d	2023-01-29	4
51081200171	sz22_3d	2023-01-30	2
48030700189	sz1_3d	2023-01-29	2
83031300105	sz1_3d	2023-07-06	1
45051200191	sz18_2d	2023-09-25	1
74041400101	sz19_2d	2023-06-28	2
01211000188	sz7_5d	2023-09-29	3
76102900139	sz11_1d	2023-05-12	1
79101600123	sz19_2d	2023-11-17	1
71021300149	sz24_3d	2023-04-26	2
80070600186	sz19_2d	2023-05-19	1
89080600128	sz13_5d	2023-07-24	4
62121600134	sz2_1d	2023-09-27	1
73080400185	sz7_5d	2023-01-30	2
55082800163	sz9_5d	2023-12-27	3
67082400144	sz21_5d	2023-12-15	4
50011400133	sz9_5d	2023-11-03	3
96100100133	sz15_5d	2023-04-11	2
80021800191	sz1_3d	2023-06-13	2
40122900194	sz15_5d	2023-06-04	2
42072800117	sz12_3d	2023-04-27	0
85112100150	sz20_5d	2023-02-08	2
41010600143	sz22_3d	2023-06-27	1
80070500134	sz9_5d	2023-11-15	3
75010100129	sz20_5d	2023-08-20	2
86032800186	sz4_2d	2023-07-30	2
47052600109	sz20_5d	2023-05-26	2
75031300148	sz11_1d	2023-12-22	1
49041500182	sz21_5d	2023-10-10	3
83120200187	sz5_1d	2023-10-24	1
44032400195	sz10_4d	2023-06-23	4
71053000125	sz6_3d	2023-06-04	1
79102300121	sz13_5d	2023-04-28	1
88050900105	sz1_3d	2023-02-05	2
97091800127	sz16_1d	2023-01-21	1
55082800163	sz9_5d	2023-06-03	2
80061000182	sz15_5d	2023-06-04	2
65090400105	sz6_3d	2023-11-04	1
41022300141	sz4_2d	2023-02-03	1
69121700185	sz15_5d	2023-12-12	2
79102200193	sz16_1d	2023-05-05	1
93021600159	sz24_3d	2023-05-11	1
72061900173	sz11_1d	2023-07-27	1
55120900145	sz17_4d	2023-01-25	4
72052100175	sz17_4d	2023-07-10	2
61060400142	sz23_1d	2023-11-17	1
44031900108	sz17_4d	2023-08-23	3
51032300134	sz15_5d	2023-07-08	2
90061000105	sz22_3d	2023-12-29	2
51122600175	sz15_5d	2023-04-12	2
71121100100	sz17_4d	2023-09-03	3
93122200139	sz8_2d	2023-09-03	2
63021000136	sz1_3d	2023-12-22	1
72031400151	sz21_5d	2023-11-19	1
73080400185	sz7_5d	2023-09-04	1
97042900128	sz18_2d	2023-11-10	1
76082500105	sz10_4d	2023-12-01	2
62090100172	sz21_5d	2023-09-18	1
59060400194	sz10_4d	2023-05-04	1
83041000174	sz7_5d	2023-09-30	2
70062600115	sz1_3d	2023-02-20	3
68020100177	sz12_3d	2023-04-10	0
85120200105	sz6_3d	2023-01-23	3
41050600116	sz16_1d	2023-07-08	1
84121600174	sz5_1d	2023-11-24	1
93052800100	sz3_5d	2023-01-09	4
02233100175	sz21_5d	2023-10-31	1
61050800149	sz17_4d	2023-08-08	2
61050800149	sz17_4d	2023-12-23	1
77080600194	sz12_3d	2023-10-02	1
68121700102	sz19_2d	2023-12-21	2
06241000100	sz15_5d	2023-12-11	1
78030300133	sz19_2d	2023-07-22	2
39102800175	sz1_3d	2023-02-22	3
86100300169	sz21_5d	2023-04-12	3
97110900175	sz9_5d	2023-06-01	3
47081500120	sz10_4d	2023-11-10	1
46120500152	sz20_5d	2023-01-25	3
46013100126	sz9_5d	2023-09-11	1
94042800199	sz12_3d	2023-10-29	1
88042600125	sz23_1d	2023-10-06	1
86082100144	sz13_5d	2023-10-03	1
86082100144	sz13_5d	2023-02-04	2
67082400144	sz21_5d	2023-07-13	1
62072000140	sz22_3d	2023-12-27	2
53082900180	sz10_4d	2023-01-23	2
72012300137	sz5_1d	2023-11-15	1
90091100198	sz24_3d	2023-03-14	1
87051900183	sz6_3d	2023-02-17	1
69122600118	sz2_1d	2023-08-16	1
47081500120	sz10_4d	2023-02-19	2
62031800198	sz11_1d	2023-03-11	1
91120700125	sz1_3d	2023-12-17	1
79061800144	sz15_5d	2023-11-09	2
63012600112	sz4_2d	2023-05-13	1
41021100124	sz7_5d	2023-07-24	4
